transaction_amount,transaction_age,customer_account_age,previous_disputes,previous_successful_transactions,previous_refunds,delivery_confirmed,customer_acknowledged,refund_processed,communication_available,evidence_count,merchant_dispute_rate,transaction_frequency,amount_deviation,dispute_reason,payment_method,outcome
32.71,9,754,0,18,0,1,0,0,1,6,0.0178,1.96,-1.28,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
6.03,43,1157,0,89,0,1,0,0,1,4,0.0297,2.18,-0.82,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
94.7,12,374,2,33,2,1,1,0,1,6,0.0277,1.86,0.22,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
114.69,29,24,0,2,1,1,1,0,1,6,0.0182,1.96,-0.23,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
44.82,26,638,2,14,4,1,0,0,1,5,0.0147,3.39,-0.28,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
15.18,6,615,0,34,0,1,1,1,1,7,0.0239,1.99,0.02,DUPLICATE_TRANSACTION,DEBIT_CARD,1
18.18,44,205,0,16,0,1,0,0,1,5,0.0186,2.53,0.03,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
244.71,14,294,0,24,1,0,0,0,1,3,0.0037,3.85,0.45,GOODS_NOT_RECEIVED,DEBIT_CARD,0
29.88,22,267,1,19,0,1,1,0,1,6,0.0178,2.17,0.03,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
76.18,29,16,0,1,0,1,1,1,1,6,0.0168,1.64,0.19,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
111.79,20,234,0,21,0,1,1,0,1,5,0.0165,0.99,0.53,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
53.91,19,935,0,36,0,1,1,0,1,6,0.0153,3.29,1.45,REFUND_NOT_RECEIVED,CREDIT_CARD,1
22.15,11,284,0,7,0,1,1,0,0,6,0.0249,2.07,-0.28,GOODS_NOT_RECEIVED,DEBIT_CARD,1
148.72,16,914,0,48,0,0,0,0,1,5,0.0057,1.41,-0.2,REFUND_NOT_RECEIVED,CREDIT_CARD,0
33.37,36,655,3,64,2,0,0,1,1,6,0.0182,0.68,-0.45,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
68.9,7,31,0,1,0,1,0,0,1,5,0.0162,2.14,-1.47,DUPLICATE_TRANSACTION,CREDIT_CARD,0
150.87,5,42,4,2,5,1,0,0,1,6,0.0178,0.98,-0.09,GOODS_NOT_RECEIVED,BANK_TRANSFER,0
24.27,27,1103,0,98,2,1,1,0,1,5,0.0178,2.88,1.36,GOODS_NOT_RECEIVED,CREDIT_CARD,1
86.03,39,986,0,69,0,1,0,1,1,6,0.0071,2.42,0.09,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
293.57,5,551,8,29,0,1,0,0,1,6,0.0165,1.2,0.26,GOODS_NOT_RECEIVED,CREDIT_CARD,0
73.57,24,250,0,14,0,1,1,0,1,6,0.0145,3.41,1.61,GOODS_NOT_RECEIVED,CREDIT_CARD,1
336.42,20,459,2,11,0,1,1,0,1,6,0.0065,1.81,0.31,GOODS_NOT_RECEIVED,DEBIT_CARD,1
53.58,41,49,2,2,6,1,0,0,1,5,0.0165,4.46,-0.47,GOODS_NOT_RECEIVED,CREDIT_CARD,1
136.1,39,990,0,18,0,1,0,0,0,5,0.0395,1.29,-0.01,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
67.17,41,168,3,16,1,1,0,0,1,6,0.0277,3.1,-0.78,REFUND_NOT_RECEIVED,CREDIT_CARD,1
70.11,5,791,0,60,0,0,0,0,1,4,0.0044,2.46,-1.09,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
59.15,38,816,0,60,1,1,0,0,1,5,0.0186,0.76,0.37,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
70.29,25,360,0,11,1,0,0,1,1,6,0.0145,1.45,-1.54,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
90.59,30,895,0,44,1,1,0,0,1,6,0.006,2.4,1.06,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
35.21,18,855,0,72,0,1,1,0,1,6,0.0153,1.42,-2.3,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
28.35,22,538,0,52,1,1,1,0,1,6,0.0182,2.87,-0.83,GOODS_NOT_RECEIVED,CREDIT_CARD,1
16.57,28,160,0,12,0,1,0,0,1,6,0.0081,2.09,0.74,REFUND_NOT_RECEIVED,CREDIT_CARD,0
13.13,39,875,1,23,2,1,1,0,1,6,0.0057,5.2,-0.91,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
36.0,5,109,0,6,3,1,1,0,1,6,0.006,1.05,-0.02,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
45.6,20,36,1,1,0,1,1,0,1,6,0.0071,1.87,1.29,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
47.23,43,869,3,23,1,1,1,1,0,7,0.0229,1.76,-0.76,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
106.89,42,974,0,68,0,1,1,0,0,6,0.0081,1.89,-0.4,GOODS_NOT_RECEIVED,CREDIT_CARD,1
44.91,25,415,3,39,3,1,1,0,0,6,0.0153,3.44,-0.18,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,1
787.03,28,744,2,54,2,1,1,0,1,6,0.0395,0.71,-0.1,GOODS_NOT_RECEIVED,DEBIT_CARD,1
45.24,30,1114,4,36,2,1,1,0,1,6,0.0259,1.04,1.38,GOODS_NOT_RECEIVED,CREDIT_CARD,1
54.11,43,461,0,42,0,1,0,0,0,5,0.0178,1.38,-0.1,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
353.13,22,986,0,69,0,1,1,0,1,6,0.0395,1.68,0.45,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
179.15,28,677,1,18,1,1,1,0,1,6,0.0158,0.78,0.49,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
11.24,32,364,0,24,0,0,0,0,1,4,0.016,2.32,-0.47,REFUND_NOT_RECEIVED,DEBIT_CARD,1
61.72,24,61,0,1,1,1,0,0,1,6,0.006,1.21,-0.26,DUPLICATE_TRANSACTION,DEBIT_CARD,1
20.84,43,1023,0,36,0,1,1,0,1,6,0.0056,1.97,-1.96,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
24.36,21,1198,1,79,0,1,1,0,1,6,0.0178,0.91,-0.55,GOODS_NOT_RECEIVED,CREDIT_CARD,1
20.93,25,113,0,9,0,1,0,0,1,6,0.0056,1.0,-0.95,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
80.61,22,750,0,65,2,0,0,1,1,5,0.0165,8.07,0.15,GOODS_NOT_RECEIVED,CREDIT_CARD,0
67.38,6,948,0,80,0,0,0,0,1,4,0.0147,0.65,0.1,REFUND_NOT_RECEIVED,BANK_TRANSFER,0
68.45,41,816,0,60,1,1,0,0,1,6,0.0168,1.53,1.48,REFUND_NOT_RECEIVED,DEBIT_CARD,1
5.0,40,316,0,8,0,1,1,0,1,6,0.0056,2.05,0.11,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
74.78,21,702,0,58,0,1,0,0,0,6,0.0182,1.47,1.2,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
55.05,10,826,0,36,0,1,0,0,1,5,0.0147,3.79,0.77,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
115.34,39,374,2,33,2,1,1,0,1,6,0.0145,5.73,0.06,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,0
25.12,44,23,1,1,1,0,0,0,1,4,0.0071,2.82,0.71,GOODS_NOT_RECEIVED,DEBIT_CARD,0
51.25,38,432,0,11,0,0,0,0,1,5,0.0037,0.71,0.95,DUPLICATE_TRANSACTION,CREDIT_CARD,1
50.42,26,1198,0,57,1,1,1,0,0,6,0.0178,2.43,-0.93,GOODS_NOT_RECEIVED,CREDIT_CARD,1
50.21,41,862,0,38,1,1,1,0,1,6,0.0158,2.08,-0.98,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
41.76,36,867,0,20,0,1,1,0,0,6,0.0227,2.26,0.23,DUPLICATE_TRANSACTION,CREDIT_CARD,1
63.54,14,943,1,16,0,1,1,0,1,6,0.0065,2.96,-2.43,GOODS_NOT_RECEIVED,BANK_TRANSFER,0
282.05,10,717,0,44,1,1,0,0,1,6,0.0081,4.99,0.85,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
264.66,17,50,1,3,3,0,0,0,1,4,0.0182,0.75,1.21,DUPLICATE_TRANSACTION,DEBIT_CARD,1
65.51,10,121,0,10,0,1,1,0,0,6,0.0162,1.89,0.77,REFUND_NOT_RECEIVED,CREDIT_CARD,1
69.3,40,926,0,52,0,1,1,0,1,6,0.0145,1.59,-1.4,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
17.27,37,731,0,40,0,1,0,1,1,6,0.0182,2.31,1.08,REFUND_NOT_RECEIVED,BANK_TRANSFER,0
129.95,6,57,0,4,0,1,1,0,0,6,0.0044,2.16,0.08,REFUND_NOT_RECEIVED,DEBIT_CARD,1
31.91,20,268,0,12,0,1,1,1,1,6,0.0395,0.7,1.66,REFUND_NOT_RECEIVED,CREDIT_CARD,1
176.4,44,868,0,52,1,1,1,0,1,6,0.016,4.5,-0.21,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
82.67,29,723,2,66,0,1,0,0,0,5,0.0249,2.48,0.37,GOODS_NOT_RECEIVED,CREDIT_CARD,0
75.69,24,1041,0,25,0,1,1,0,1,6,0.006,1.43,-0.46,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
121.22,31,848,0,73,0,1,1,0,1,6,0.0071,6.21,0.96,GOODS_NOT_RECEIVED,CREDIT_CARD,1
40.03,19,1064,0,49,1,1,0,0,1,5,0.0277,1.21,-0.39,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
134.98,44,986,0,69,0,1,1,1,1,7,0.0059,1.17,0.24,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
67.65,14,873,0,83,0,1,1,0,0,6,0.0162,2.02,0.13,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
74.82,42,1064,0,49,1,1,1,0,1,5,0.0158,2.98,0.29,GOODS_NOT_RECEIVED,CREDIT_CARD,1
8.86,31,97,1,3,0,1,1,0,1,6,0.0182,1.04,-2.54,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
63.68,21,754,0,18,0,1,0,0,1,5,0.0395,0.8,-0.4,DUPLICATE_TRANSACTION,CREDIT_CARD,1
194.57,26,352,2,27,2,1,1,0,1,6,0.0297,5.72,-0.5,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
40.22,43,264,0,24,0,0,0,0,0,4,0.0239,1.39,-1.22,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
92.85,18,971,0,63,0,1,1,0,1,6,0.0081,1.76,0.49,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
49.12,32,1168,0,35,1,1,1,0,0,6,0.0168,1.17,-0.49,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
43.13,12,516,1,45,2,1,0,0,1,6,0.0081,3.0,-0.84,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
69.97,12,893,3,45,4,1,1,0,0,6,0.0081,1.87,-0.56,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
60.82,33,728,0,70,1,0,0,0,0,4,0.0259,0.76,0.93,GOODS_NOT_RECEIVED,CREDIT_CARD,1
83.31,5,165,0,10,0,1,1,0,1,6,0.0227,1.68,-0.95,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
28.39,13,168,0,4,0,1,1,0,1,5,0.016,1.23,1.0,REFUND_NOT_RECEIVED,CREDIT_CARD,1
41.94,12,1154,0,68,4,1,0,0,1,6,0.006,0.68,-1.08,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
64.84,8,995,0,49,2,0,0,0,1,5,0.006,1.89,-1.38,REFUND_NOT_RECEIVED,CREDIT_CARD,0
103.12,25,670,0,50,0,1,1,1,1,7,0.016,2.76,-0.12,GOODS_NOT_RECEIVED,CREDIT_CARD,1
61.18,9,250,0,14,0,0,0,0,0,5,0.0071,0.77,-0.93,GOODS_NOT_RECEIVED,CREDIT_CARD,0
42.96,42,418,0,23,2,1,1,0,0,4,0.0239,1.33,-1.16,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
286.85,27,968,0,89,1,1,1,0,1,6,0.0178,0.6,-0.26,GOODS_NOT_RECEIVED,CREDIT_CARD,1
55.27,27,231,0,7,0,0,0,1,1,6,0.0277,3.96,-0.33,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
162.05,6,525,1,9,1,1,1,0,1,6,0.0057,0.51,0.75,DUPLICATE_TRANSACTION,CREDIT_CARD,1
50.98,7,914,0,71,0,1,1,0,0,5,0.0182,0.69,-0.19,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
22.66,15,647,0,43,1,1,1,0,0,6,0.0165,0.65,0.93,GOODS_NOT_RECEIVED,DEBIT_CARD,1
219.47,32,90,0,8,3,1,0,0,1,5,0.0395,2.41,1.04,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
54.86,7,728,0,46,1,1,1,0,1,6,0.0229,0.85,0.36,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
111.65,13,1181,0,95,0,1,1,0,1,6,0.0065,1.11,-0.77,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
35.83,36,723,2,66,0,0,0,0,0,5,0.0182,0.65,-0.27,GOODS_NOT_RECEIVED,DEBIT_CARD,0
50.89,14,231,0,4,0,1,1,0,1,6,0.016,2.21,0.43,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
67.32,16,165,0,10,0,1,1,0,1,6,0.0037,3.15,-0.1,GOODS_NOT_RECEIVED,CREDIT_CARD,1
57.22,24,1027,0,71,0,1,0,0,1,6,0.0259,1.6,0.54,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
41.67,16,1011,1,52,0,1,1,0,1,5,0.0297,2.31,-0.72,GOODS_NOT_RECEIVED,CREDIT_CARD,1
30.49,13,1018,0,46,2,1,1,0,1,6,0.0147,3.04,0.43,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
224.14,29,871,0,20,1,1,1,0,1,6,0.0395,2.69,-0.15,GOODS_NOT_RECEIVED,DEBIT_CARD,1
19.49,15,551,8,29,0,1,0,0,1,6,0.0071,0.93,0.9,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
26.24,13,906,2,72,6,1,1,0,0,6,0.0178,0.95,1.28,GOODS_NOT_RECEIVED,DEBIT_CARD,1
102.41,17,1144,0,71,0,1,0,0,1,5,0.0162,1.72,-1.6,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
71.78,17,691,0,25,0,1,1,0,1,6,0.0056,0.98,-0.32,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
120.96,11,282,5,18,2,1,1,0,1,6,0.0395,0.56,0.51,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
38.61,16,791,0,60,0,1,1,0,1,6,0.0153,0.93,-1.38,GOODS_NOT_RECEIVED,CREDIT_CARD,1
123.23,27,1110,0,88,0,1,1,0,0,6,0.0239,1.09,0.91,REFUND_NOT_RECEIVED,DEBIT_CARD,1
66.5,31,1124,0,93,1,1,0,0,1,5,0.0145,0.59,1.0,GOODS_NOT_RECEIVED,CREDIT_CARD,1
20.1,32,452,0,10,1,1,1,0,1,6,0.0178,0.84,-0.43,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,0
56.9,35,26,0,1,0,0,0,0,0,5,0.0297,0.87,-0.86,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
35.53,38,1116,0,86,1,1,0,0,1,5,0.0297,1.0,0.32,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
140.28,16,474,0,46,0,0,0,0,1,4,0.0178,0.55,-1.06,DUPLICATE_TRANSACTION,CREDIT_CARD,1
36.43,8,713,0,47,0,1,1,0,0,6,0.0178,0.56,-1.18,GOODS_NOT_RECEIVED,CREDIT_CARD,1
48.96,24,1087,0,51,2,1,1,0,1,6,0.0178,1.45,-1.22,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
79.83,40,1011,4,68,2,1,1,0,1,6,0.0229,8.76,0.32,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
289.97,7,104,1,8,1,0,0,0,1,5,0.0165,1.83,-0.88,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
19.81,33,1023,0,61,0,1,1,0,0,6,0.006,0.52,-0.59,GOODS_NOT_RECEIVED,DEBIT_CARD,0
64.35,10,752,0,55,1,1,1,0,1,6,0.0239,0.83,-0.76,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
56.07,9,175,0,5,2,0,0,0,1,5,0.0147,3.74,-0.53,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
167.93,39,971,0,63,0,0,0,0,1,4,0.0059,0.77,0.92,GOODS_NOT_RECEIVED,DEBIT_CARD,0
168.49,16,699,1,60,3,1,0,0,1,5,0.006,1.17,1.29,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
27.07,42,1023,0,36,0,1,1,0,1,6,0.0071,1.93,0.27,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
121.53,24,744,0,64,0,1,0,0,1,5,0.0044,2.1,0.36,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
244.09,29,809,0,19,0,1,1,0,1,6,0.0044,1.54,0.38,GOODS_NOT_RECEIVED,DEBIT_CARD,1
164.24,36,352,0,17,0,1,0,0,0,6,0.0071,1.04,-0.02,GOODS_NOT_RECEIVED,CREDIT_CARD,1
248.69,7,355,1,17,2,1,1,0,1,5,0.0081,2.15,0.88,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
25.18,5,1187,0,94,1,1,0,1,1,7,0.0165,1.28,1.35,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,0
49.26,5,812,0,70,0,1,1,0,1,6,0.0162,1.51,-0.89,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
25.16,6,703,0,20,0,1,1,1,1,7,0.0044,1.81,0.09,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
309.59,17,195,0,12,0,1,0,0,1,4,0.0162,0.74,-0.3,DUPLICATE_TRANSACTION,BANK_TRANSFER,1
27.48,22,1079,0,88,1,1,1,0,1,6,0.0186,0.82,0.54,GOODS_NOT_RECEIVED,CREDIT_CARD,1
18.52,25,578,0,27,0,1,1,0,1,6,0.0182,1.4,-0.11,GOODS_NOT_RECEIVED,DEBIT_CARD,1
88.59,6,83,0,1,1,1,1,0,1,5,0.0145,2.09,0.65,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
47.6,28,1036,1,49,2,1,1,0,0,6,0.0186,3.85,1.32,GOODS_NOT_RECEIVED,CREDIT_CARD,1
74.88,10,778,1,74,0,0,0,0,1,4,0.0249,0.77,-1.08,GOODS_NOT_RECEIVED,CREDIT_CARD,0
537.02,7,731,0,40,0,1,1,0,1,6,0.0145,1.54,-0.14,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
37.71,18,1011,1,52,0,1,1,0,1,6,0.0145,0.73,-0.04,DUPLICATE_TRANSACTION,DEBIT_CARD,1
106.65,35,1074,0,86,2,1,1,0,1,6,0.0044,2.47,-0.3,GOODS_NOT_RECEIVED,DEBIT_CARD,1
31.31,34,1124,0,93,1,1,1,0,1,6,0.0145,1.23,-0.83,GOODS_NOT_RECEIVED,CREDIT_CARD,1
5.0,13,1066,0,55,1,1,1,0,0,6,0.006,2.09,0.02,REFUND_NOT_RECEIVED,BANK_TRANSFER,0
114.5,5,1089,0,62,0,1,0,0,0,6,0.006,2.04,-0.25,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
131.44,42,412,2,27,2,0,0,0,0,5,0.0044,1.6,1.24,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
143.67,33,836,0,52,1,1,1,0,1,6,0.0145,1.17,0.25,GOODS_NOT_RECEIVED,DEBIT_CARD,1
45.77,29,410,0,16,0,1,1,0,0,6,0.006,1.63,0.73,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
29.61,43,90,0,8,3,1,1,0,0,6,0.0147,2.3,0.33,GOODS_NOT_RECEIVED,DEBIT_CARD,1
40.76,24,221,1,16,0,0,0,0,1,5,0.0259,0.9,-1.16,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
94.58,16,917,0,53,0,1,1,0,1,6,0.0147,1.92,0.85,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
123.55,38,749,0,59,0,1,1,0,0,6,0.006,1.61,-0.53,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
17.96,26,1096,0,105,0,1,0,0,1,6,0.006,3.79,1.75,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
150.44,18,1181,0,95,0,1,1,0,1,6,0.0057,1.37,-0.73,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
10.04,32,467,0,26,0,1,1,0,0,6,0.0071,3.48,-0.25,REFUND_NOT_RECEIVED,CREDIT_CARD,0
17.99,11,61,0,1,1,1,1,0,1,6,0.0044,4.55,-0.13,GOODS_NOT_RECEIVED,CREDIT_CARD,1
35.7,10,914,0,65,0,1,0,0,1,5,0.0182,1.68,0.12,GOODS_NOT_RECEIVED,CREDIT_CARD,1
24.55,40,914,0,65,0,1,1,0,0,6,0.0249,0.74,0.59,REFUND_NOT_RECEIVED,CREDIT_CARD,1
70.35,36,459,4,26,9,1,1,0,1,6,0.0227,3.31,0.6,GOODS_NOT_RECEIVED,DEBIT_CARD,0
119.71,30,754,0,18,0,1,1,0,1,6,0.0395,1.59,-0.46,DUPLICATE_TRANSACTION,CREDIT_CARD,1
159.29,10,184,1,11,0,1,1,0,1,6,0.0395,1.29,0.45,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
28.54,38,379,0,20,1,0,0,0,1,5,0.0147,1.01,0.1,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
26.28,33,850,2,36,0,0,0,0,1,5,0.0057,1.98,1.33,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
105.34,10,272,0,25,0,1,0,1,1,7,0.0277,3.74,2.29,GOODS_NOT_RECEIVED,CREDIT_CARD,1
84.04,5,36,1,1,0,1,1,0,0,6,0.0395,0.73,1.25,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
24.84,12,240,0,18,1,1,0,0,1,5,0.0162,1.42,-0.1,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,0
16.69,12,145,1,6,0,1,0,0,1,5,0.0182,2.29,0.27,GOODS_NOT_RECEIVED,CREDIT_CARD,1
29.29,30,50,1,3,3,1,1,0,1,6,0.0182,0.83,-0.68,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
822.75,26,754,0,18,0,1,1,1,1,7,0.0182,1.15,1.22,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
93.9,20,1163,0,111,0,1,1,0,0,6,0.0147,0.71,-0.49,REFUND_NOT_RECEIVED,DEBIT_CARD,1
35.03,14,1124,0,93,1,1,1,1,1,7,0.006,2.07,-0.16,REFUND_NOT_RECEIVED,CREDIT_CARD,1
112.21,21,711,2,55,2,1,1,0,0,6,0.0277,2.43,0.13,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
15.28,12,400,0,23,1,1,0,0,1,5,0.0158,0.84,0.04,GOODS_NOT_RECEIVED,CREDIT_CARD,1
95.13,24,781,0,61,0,0,0,1,1,6,0.0071,6.31,0.98,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
113.79,5,231,0,4,0,0,0,0,1,5,0.0065,2.24,1.2,GOODS_NOT_AS_DESCRIBED,BANK_TRANSFER,0
108.75,35,589,0,39,0,1,1,1,0,7,0.0037,1.17,1.21,GOODS_NOT_RECEIVED,DEBIT_CARD,1
55.4,26,1137,0,63,0,0,0,0,1,4,0.0165,0.89,0.07,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
